tech_company,benefits,workplace_resources,mh_employer_discussion,mh_coworker_discussion,medical_coverage,mental_health,mh_share,age,gender,country
0,0,1,0,0,1,3,5,24.0,1,29
1,2,2,1,1,1,3,7,34.0,1,29
1,2,1,0,0,1,2,5,25.0,1,29
1,0,1,0,0,1,3,5,19.0,0,29
1,2,0,0,0,1,1,4,28.0,1,29
1,2,1,1,0,1,3,10,26.0,1,29
0,0,1,0,0,0,3,1,23.0,1,29
0,2,2,1,0,1,1,8,46.0,1,29
1,0,1,1,0,1,2,6,28.0,1,29
1,0,1,0,0,1,3,2,30.0,0,29
1,2,1,0,0,1,1,2,37.0,0,16
1,2,2,1,1,1,3,10,35.0,1,29
0,2,2,0,0,1,3,10,26.0,0,29
1,2,2,0,0,1,1,8,29.0,0,28
1,2,2,0,1,1,3,8,57.0,1,29
0,2,2,0,0,1,1,1,38.0,1,29
1,2,2,1,1,1,3,10,20.0,0,28
1,0,1,0,1,1,0,2,41.0,1,29
0,2,1,0,0,1,2,0,43.0,1,29
1,2,2,0,0,1,3,10,35.0,1,29
1,0,1,1,1,0,2,8,40.0,0,29
0,2,2,1,1,1,3,10,42.0,1,29
0,2,2,0,0,1,1,4,39.0,1,29
0,2,2,1,1,1,3,10,28.0,1,29
1,2,2,1,1,1,1,8,29.0,0,29
0,0,1,0,0,1,1,10,32.0,0,8
0,2,0,0,0,1,3,8,28.0,1,29
1,2,2,1,1,1,3,10,31.0,1,29
0,2,2,0,0,1,0,7,27.0,0,29
1,2,2,0,0,1,1,10,36.0,0,12
1,1,1,0,0,1,3,2,37.0,1,29
1,2,0,0,0,1,1,10,53.0,0,29
1,1,1,0,0,1,1,8,32.0,1,7
1,0,1,0,0,1,3,10,25.0,0,29
1,1,0,1,1,0,3,10,29.0,0,29
1,2,2,0,0,1,1,9,47.0,1,29
0,2,0,1,1,1,0,9,61.0,1,29
1,2,0,0,0,1,2,9,28.0,1,29
0,2,1,0,0,1,2,8,31.0,1,29
1,0,0,0,0,0,3,9,40.0,1,29
1,2,0,0,1,1,1,9,41.0,1,29
1,2,2,0,1,1,3,10,34.0,1,29
1,0,1,0,0,1,3,2,31.0,0,29
0,2,0,0,1,1,3,10,35.0,0,29
1,2,2,0,1,1,2,8,27.0,0,29
1,2,2,0,1,1,1,6,42.0,0,29
0,2,1,0,1,1,3,9,56.0,1,29
1,2,1,1,1,1,3,8,27.0,0,29
1,2,0,0,0,1,0,5,37.0,0,28
1,2,2,1,1,1,3,2,30.0,0,28
1,2,0,0,1,1,2,8,39.0,1,29
1,1,1,0,0,1,3,7,30.0,0,29
1,0,0,0,1,1,1,7,31.0,1,19
1,2,1,0,0,1,1,10,46.0,1,28
1,2,2,0,1,1,3,9,45.0,0,29
0,1,1,0,0,1,3,5,38.0,0,29
1,2,0,0,0,1,1,5,41.0,1,29
1,2,2,1,1,1,3,6,37.0,1,29
1,0,1,0,0,1,1,9,33.0,0,29
1,2,2,1,1,1,3,10,28.0,2,29
0,2,1,0,0,1,3,5,28.0,0,29
1,2,2,0,1,1,3,8,38.0,1,29
0,2,2,0,1,1,1,7,42.0,1,29
1,2,2,1,1,1,3,9,30.0,1,29
1,2,2,1,1,1,3,9,25.0,0,28
1,2,2,1,1,1,2,10,44.0,1,29
0,2,1,1,0,1,3,1,28.0,2,29
1,2,0,0,1,1,2,7,41.0,0,29
0,2,2,0,0,1,1,7,38.0,1,29
1,2,0,0,1,1,3,8,37.0,1,29
0,0,0,0,0,1,1,5,33.0,1,29
0,2,2,0,1,1,3,9,35.0,0,29
1,2,1,1,0,1,3,6,43.0,1,29
1,1,2,1,1,0,2,9,34.0,1,29
1,1,2,1,0,1,2,8,44.0,0,29
1,2,2,1,1,1,3,9,38.0,1,29
1,1,1,0,0,1,1,4,55.0,1,29
0,2,0,0,0,1,3,1,37.0,1,29
1,2,2,0,0,1,1,9,39.0,1,29
1,2,2,0,0,1,2,3,23.0,1,29
1,2,1,1,1,1,3,10,43.0,1,29
0,0,0,1,1,1,3,9,29.0,1,29
1,1,1,0,1,0,2,7,25.0,1,29
1,2,1,1,0,1,0,0,36.0,1,29
1,2,1,0,0,1,0,6,33.0,1,29
1,2,0,0,0,1,1,8,34.0,1,29
1,2,2,0,0,1,0,7,28.0,1,29
0,2,2,0,0,1,1,9,54.0,2,29
0,0,1,0,0,1,1,7,39.0,1,29
0,2,2,1,1,1,3,4,37.0,1,29
1,0,0,0,0,1,0,6,29.0,1,29
1,0,2,0,1,1,2,7,31.0,1,29
1,2,0,1,1,1,3,10,49.0,1,29
1,2,0,0,0,1,1,7,43.0,1,29
0,2,2,1,1,1,3,10,38.0,2,29
1,2,0,0,1,1,1,7,35.0,0,29
1,2,2,0,0,1,3,3,23.0,1,29
1,0,0,0,1,1,1,10,42.0,1,28
0,2,2,0,1,1,3,8,36.0,1,29
1,2,0,0,0,1,3,4,38.0,1,29
1,0,2,0,1,1,2,5,41.0,1,28
1,2,0,1,1,1,3,7,37.0,0,29
1,0,2,0,0,0,3,10,25.0,1,29
1,2,2,1,0,1,1,9,33.0,1,29
1,0,0,0,0,1,1,7,35.0,0,29
1,2,2,1,1,1,3,10,32.0,0,29
1,2,2,1,1,1,3,5,40.0,0,29
1,2,0,0,0,1,1,8,34.0,1,29
1,2,2,0,0,1,1,4,28.0,1,29
1,2,0,1,0,1,3,2,49.0,1,29
1,2,2,1,1,1,3,8,33.0,0,29
1,2,1,0,1,1,2,5,36.0,1,29
1,1,2,1,1,1,3,10,37.0,1,29
1,0,0,0,0,1,3,7,39.0,1,29
1,0,1,0,1,0,2,5,49.0,0,29
1,0,2,0,0,0,1,8,33.0,1,29
1,1,1,0,0,1,2,6,29.0,2,28
1,0,0,1,1,1,2,5,29.0,1,28
1,2,1,0,0,1,0,4,25.0,1,29
0,0,0,0,0,1,3,8,35.0,1,29
1,2,2,0,0,1,3,10,21.0,1,29
1,2,1,0,0,1,1,10,43.0,1,29
1,2,2,1,1,1,3,8,31.0,0,29
1,0,2,0,1,1,3,8,27.0,0,29
1,2,1,0,0,1,3,0,23.0,1,29
0,2,2,1,0,1,1,5,28.0,1,29
0,2,2,0,0,1,3,7,37.0,0,29
1,0,0,0,0,1,1,6,30.0,1,29
1,2,2,0,0,1,1,4,30.0,1,29
1,2,1,1,1,1,3,10,30.0,0,29
0,1,0,0,0,1,3,8,35.0,1,29
1,1,1,0,0,1,3,8,31.0,0,8
1,1,1,1,0,0,2,7,30.0,1,29
1,2,1,1,0,1,3,8,33.0,2,29
0,0,2,0,0,1,2,6,28.0,0,29
1,1,1,1,1,1,1,10,28.0,1,29
1,2,0,0,0,1,3,9,33.0,1,29
1,2,1,1,0,1,2,6,28.0,0,29
1,0,1,1,1,0,3,9,28.0,0,29
1,0,0,0,0,1,1,6,43.0,1,29
1,0,0,0,0,1,1,6,31.0,0,29
0,2,0,0,0,1,2,8,40.0,0,29
0,2,0,0,0,1,2,6,42.0,0,29
1,2,0,0,0,1,2,9,38.0,1,29
1,0,1,1,0,1,1,9,39.0,1,29
0,1,0,0,1,1,3,3,21.0,1,29
1,2,2,1,1,1,2,10,32.0,0,29
1,1,1,1,1,1,2,9,32.0,1,29
1,2,2,1,1,1,3,9,40.0,1,29
1,2,1,0,0,1,2,7,28.0,1,29
1,2,2,1,1,1,3,9,25.0,0,29
1,2,2,0,0,1,1,5,37.0,1,29
1,2,2,1,1,1,3,8,40.0,2,29
1,2,1,1,1,1,3,10,26.0,2,29
0,2,0,0,0,1,3,8,27.0,0,29
1,2,1,0,1,1,3,10,22.0,0,29
0,2,0,0,1,1,2,10,28.0,0,29
1,2,1,0,0,1,3,2,32.0,0,29
1,2,0,0,1,1,1,7,33.0,1,29
1,2,2,1,1,1,3,7,27.0,0,29
1,2,0,0,0,1,3,10,38.0,0,29
1,2,1,1,1,1,3,4,28.0,0,29
0,2,2,0,0,1,0,3,32.0,0,29
0,1,1,0,0,1,2,5,30.0,0,29
0,0,2,0,0,0,2,7,41.0,0,29
1,0,1,0,0,0,0,5,39.0,0,29
1,2,0,0,0,1,0,8,37.0,2,29
0,1,2,0,0,1,2,8,21.0,0,29
0,2,1,0,0,1,1,9,35.0,0,29
1,2,2,1,1,1,3,8,33.0,0,27
1,2,0,0,0,1,0,6,38.0,1,19
1,1,1,0,1,0,3,9,29.0,0,29
1,0,0,0,0,1,0,6,41.0,0,29
1,2,1,1,1,1,3,10,37.0,0,29
1,0,1,0,0,0,3,7,29.0,1,29
1,2,0,1,1,1,1,7,45.0,0,29
1,0,1,0,0,1,1,5,45.0,2,8
1,2,2,0,1,1,2,7,45.0,0,29
1,2,2,1,1,1,3,10,30.0,2,29
1,0,1,0,0,0,1,10,27.0,1,29
0,0,0,0,0,1,1,0,36.0,1,29
1,2,2,0,1,1,3,9,35.0,0,29
1,0,1,1,0,1,2,8,42.0,2,29
1,2,2,0,0,1,3,8,26.0,1,29
1,2,1,1,1,1,2,7,25.0,2,29
0,2,1,0,0,1,3,10,36.0,0,29
1,2,2,0,0,1,3,5,32.0,0,29
1,2,2,1,1,1,3,8,29.0,0,29
1,0,2,0,0,1,1,1,29.0,0,29
1,2,0,0,0,1,1,7,43.0,1,29
0,1,0,0,1,1,1,7,26.0,1,28
1,2,1,1,0,1,3,9,46.0,1,29
0,2,2,1,1,1,3,8,30.0,0,29
0,2,2,0,0,1,3,10,31.0,0,29
1,1,1,0,0,1,2,6,42.0,1,7
1,0,0,0,1,1,2,9,33.0,0,29
0,2,2,0,0,1,2,2,26.0,1,29
1,1,1,0,1,1,2,10,37.0,1,29
1,2,2,1,1,1,3,8,36.0,0,29
0,0,0,0,0,1,1,8,45.0,1,28
1,2,1,0,0,1,1,6,26.0,1,29
1,0,1,0,0,1,2,8,34.0,1,29
0,2,1,1,1,1,2,3,42.0,0,29
0,0,0,0,0,0,2,2,42.0,1,29
1,2,1,0,1,1,2,8,35.0,1,29
1,1,1,1,1,1,3,8,36.0,1,29
1,2,0,0,0,1,1,7,37.0,1,29
0,2,2,1,1,1,3,10,31.0,0,29
1,2,0,0,1,1,2,10,27.0,1,29
0,0,0,0,0,1,1,5,38.0,1,28
1,1,1,1,1,0,3,10,32.0,1,29
1,2,0,0,0,1,3,8,23.0,2,29
0,1,0,0,0,1,3,0,51.0,1,29
1,1,1,0,0,1,2,6,19.0,0,29
1,2,0,0,0,1,3,8,44.0,1,29
1,2,0,0,0,1,3,8,42.0,1,29
1,2,1,1,1,1,3,10,26.0,1,29
0,2,1,1,1,1,3,7,38.0,1,29
1,2,2,1,1,1,3,10,26.0,0,29
1,2,2,1,1,1,2,8,32.0,1,29
1,2,0,1,1,1,3,8,39.0,1,29
1,2,1,1,1,1,3,8,44.0,0,29
1,2,0,1,0,1,3,8,33.0,0,29
0,1,1,0,0,1,2,2,28.0,1,8
1,1,1,1,1,1,3,10,31.0,1,7
1,0,0,0,0,1,1,10,35.0,1,7
1,0,1,0,0,1,1,5,30.0,1,29
1,2,1,1,1,1,3,6,30.0,1,29
1,0,1,0,0,1,1,5,40.0,1,29
0,0,0,0,0,1,1,10,39.0,1,29
1,0,1,0,0,0,1,3,24.0,1,29
1,2,0,1,0,1,2,9,42.0,1,29
1,2,1,0,1,1,2,9,35.0,1,29
1,2,0,0,0,1,3,9,34.0,1,29
1,0,0,0,0,0,3,10,33.0,0,29
1,2,0,1,0,1,1,7,37.0,1,29
0,2,1,0,1,1,3,8,36.0,1,29
0,2,1,1,1,1,2,9,47.0,0,29
1,0,1,1,1,1,1,6,42.0,1,29
1,2,2,0,1,1,3,8,29.0,2,29
0,2,2,0,0,1,2,3,41.0,1,29
1,2,2,1,1,1,3,7,48.0,0,29
0,2,2,0,1,1,3,9,31.0,1,29
1,2,2,1,1,1,2,6,65.0,1,3
0,1,0,0,0,1,2,7,34.0,0,29
1,0,0,0,0,1,1,5,55.0,0,29
1,2,1,0,0,1,3,3,41.0,0,29
0,2,0,0,1,1,3,8,24.0,0,29
0,1,0,0,0,1,2,4,27.0,0,29
1,2,0,0,0,1,0,6,30.0,1,3
1,2,2,1,1,1,3,10,37.0,1,29
1,1,1,0,0,1,3,4,61.0,1,29
1,0,0,0,0,1,3,7,29.0,1,29
1,2,1,1,1,1,3,10,41.0,1,29
1,1,1,0,0,1,1,7,39.0,1,25
0,0,1,0,0,0,3,9,30.0,1,29
1,0,1,0,0,1,0,6,42.0,1,25
1,2,2,0,0,1,3,6,29.0,0,29
1,2,2,1,1,1,3,10,34.0,0,0
1,2,2,1,1,1,2,7,36.0,1,29
1,0,1,0,0,1,1,3,34.0,1,28
1,2,0,0,0,1,2,2,35.0,1,29
1,0,1,0,1,1,3,4,34.0,1,29
1,2,1,1,1,1,3,7,24.0,2,29
1,2,2,0,0,1,1,5,37.0,1,29
0,1,1,1,1,1,3,0,24.0,0,29
1,0,0,1,0,0,2,8,31.0,1,29
1,2,2,0,0,1,1,10,40.0,1,29
1,2,1,1,1,1,3,10,28.0,1,29
1,0,1,0,0,0,1,5,28.0,1,29
0,2,2,0,0,1,3,8,39.0,1,6
0,2,0,0,0,1,3,8,31.0,1,29
1,2,2,1,1,1,2,7,27.0,1,29
0,2,1,0,1,1,3,10,35.0,1,29
1,0,2,0,1,1,0,8,25.0,1,29
1,2,2,0,1,1,2,7,51.0,1,29
1,0,0,0,1,1,1,4,27.0,1,29
1,0,2,0,0,1,1,3,37.0,1,29
1,0,0,0,0,1,1,1,46.0,1,29
1,2,0,0,1,1,3,7,39.0,0,29
1,2,2,0,1,1,1,5,49.0,2,28
1,0,0,0,1,1,2,2,45.0,1,28
1,2,0,1,1,1,2,5,40.0,1,28
1,0,1,0,1,1,2,8,31.0,1,29
1,2,0,1,1,1,3,6,37.0,1,29
1,2,0,0,0,1,3,2,26.0,0,29
0,2,2,1,1,1,3,9,43.0,1,3
1,2,2,1,1,1,2,9,35.0,1,29
1,2,0,0,1,1,2,10,32.0,0,29
1,2,2,0,0,1,3,7,37.0,1,29
1,0,1,1,0,0,1,6,41.0,1,29
1,0,1,1,1,1,3,8,37.0,1,29
1,2,2,1,0,1,2,2,53.0,1,29
1,0,1,0,1,1,1,0,29.0,1,29
1,0,1,1,1,1,3,10,37.0,1,29
0,0,0,0,0,0,3,10,45.0,0,29
1,0,0,1,1,1,2,10,26.0,1,19
1,2,2,1,1,1,3,8,28.0,1,29
1,2,1,1,0,1,3,7,24.0,0,29
1,2,0,0,1,1,2,7,27.0,1,29
0,2,0,0,0,1,1,9,42.0,1,29
0,1,1,0,1,1,2,4,34.0,1,28
0,2,0,1,1,1,3,5,23.0,2,28
0,0,0,0,0,1,0,5,34.0,1,29
1,0,1,0,0,1,2,5,27.0,1,29
1,2,0,0,0,1,2,5,31.0,1,29
0,2,2,0,0,1,1,7,50.0,1,29
1,2,2,1,1,1,3,6,41.0,1,29
1,2,2,1,1,1,1,3,49.0,1,28
0,0,0,1,1,1,3,9,37.0,1,29
0,2,2,1,1,1,2,10,52.0,1,29
0,2,2,0,0,1,1,8,33.0,2,3
1,2,0,0,0,1,3,4,37.0,1,29
0,0,2,0,1,0,3,7,53.0,0,29
1,1,1,0,0,1,1,5,55.0,1,28
1,0,1,1,0,1,2,10,30.0,1,29
0,2,1,0,0,1,1,2,35.0,1,29
0,2,0,0,0,1,2,6,60.0,1,3
0,2,2,0,0,1,1,5,34.0,0,29
0,1,1,1,0,1,1,2,35.0,1,29
0,2,1,0,0,1,2,2,34.0,1,29
1,0,1,1,0,0,0,0,28.0,1,29
1,0,1,0,0,1,3,5,28.0,0,29
1,0,1,0,0,1,1,5,36.0,2,28
1,2,2,0,0,1,2,3,55.0,1,29
1,2,0,1,0,1,3,7,32.0,1,20
1,2,2,1,0,1,2,8,33.0,1,29
1,2,1,1,0,1,3,2,30.0,0,24
1,2,0,0,0,1,2,5,30.0,1,24
1,2,1,0,0,1,1,8,34.0,1,24
0,2,2,0,0,1,2,9,47.0,1,29
0,2,2,0,0,1,3,8,24.0,0,29
1,2,1,0,0,1,1,5,36.0,1,24
1,2,2,1,1,1,1,7,34.0,1,28
1,2,1,0,0,1,1,9,36.0,1,24
1,2,1,0,0,1,0,7,24.0,1,24
1,2,1,0,0,1,2,10,32.0,1,29
0,1,1,0,1,1,3,6,33.0,1,28
1,0,0,0,0,0,1,7,39.0,1,29
0,2,2,0,0,1,3,5,26.0,0,29
1,2,2,0,1,1,3,8,32.0,0,29
1,2,2,0,1,1,1,8,42.0,1,28
1,2,1,0,1,1,2,10,32.0,1,3
0,1,2,0,0,1,0,0,32.0,0,29
1,2,2,0,0,1,1,4,31.0,0,29
1,2,2,0,0,1,2,1,36.0,2,28
1,0,0,0,0,1,3,10,30.0,1,29
1,0,1,1,1,1,3,8,45.0,0,29
1,2,2,0,1,1,1,10,30.0,1,29
1,2,1,0,0,1,2,6,29.0,1,24
1,0,0,0,1,1,3,5,41.0,1,29
0,2,1,0,1,1,2,10,27.0,0,29
1,2,2,1,1,1,2,9,42.0,1,29
1,0,1,0,1,1,2,8,32.0,1,29
1,0,0,0,0,0,1,7,32.0,1,29
1,2,1,0,1,1,3,8,20.0,0,29
0,0,0,0,0,0,1,6,35.00241546,1,29
1,0,1,0,0,0,1,7,38.0,1,29
1,0,1,0,0,0,3,6,31.0,1,29
1,2,1,1,1,1,3,7,40.0,1,29
0,2,1,0,0,1,3,9,30.0,1,29
0,2,0,0,0,1,3,5,38.0,1,29
1,2,2,1,0,1,1,7,28.0,1,29
0,2,2,1,1,1,3,10,23.0,2,29
1,0,1,1,1,1,0,10,30.0,1,29
0,2,1,0,1,1,1,10,53.0,0,29
0,2,0,1,1,1,3,5,38.0,1,29
0,0,0,0,0,0,1,5,40.0,1,29
1,2,0,0,0,1,1,8,42.0,1,29
1,2,1,1,1,1,3,10,42.0,1,29
0,2,2,0,1,1,3,6,38.0,1,3
0,2,2,1,1,1,3,10,33.0,2,29
1,2,0,0,1,1,3,9,35.0,1,29
1,1,1,0,0,1,2,4,27.0,0,25
0,2,2,0,1,1,1,5,40.0,1,29
0,2,1,0,0,1,3,1,54.0,0,29
1,2,1,0,0,1,1,10,37.0,1,29
0,2,1,0,1,1,3,8,49.0,0,29
0,0,2,0,0,1,1,5,23.0,1,29
1,2,2,1,1,1,3,6,42.0,0,28
1,2,2,1,0,1,2,5,49.0,1,19
1,0,2,0,0,1,1,0,41.0,0,28
1,2,2,1,1,1,1,7,33.0,1,28
1,2,0,1,1,1,3,10,27.0,1,29
0,2,2,0,1,1,1,6,47.0,1,28
1,0,1,0,0,0,3,8,28.0,1,29
1,2,1,0,1,1,3,7,49.0,0,3
0,2,0,0,1,1,3,2,23.0,2,29
1,1,1,1,1,1,3,10,45.0,1,29
1,2,2,1,1,1,2,3,29.0,1,29
1,0,0,0,1,1,2,2,40.0,1,29
1,2,1,0,1,1,3,10,32.0,1,29
1,2,0,1,1,1,3,7,22.0,0,29
1,2,0,1,1,1,3,7,28.0,1,29
1,0,0,0,0,1,3,3,29.0,0,29
1,2,0,0,1,1,3,8,38.0,0,29
1,0,0,0,1,1,1,7,30.0,1,29
0,2,2,0,0,1,3,8,37.0,0,29
1,2,2,0,1,1,3,3,38.0,0,29
1,2,2,1,1,1,3,10,51.0,0,29
0,2,2,1,1,1,3,9,39.0,1,29
0,2,0,0,0,1,0,4,22.0,1,29
1,2,2,1,1,1,3,8,26.0,1,29
0,0,1,0,1,1,2,5,42.0,1,29
0,1,1,1,0,1,3,3,49.0,1,28
1,2,2,0,1,1,1,10,48.0,1,28
0,2,2,0,1,1,1,9,25.0,1,8
1,2,2,0,1,1,1,5,63.0,1,29
1,1,1,1,1,1,2,8,41.0,1,19
0,2,2,0,0,1,2,7,29.0,1,29
1,0,0,0,0,1,2,6,32.0,1,29
0,2,2,0,0,1,3,5,36.0,1,29
1,0,0,0,0,1,0,2,28.0,0,29
0,2,2,0,0,1,1,8,36.0,1,29
1,2,1,1,1,1,3,9,40.0,1,29
1,0,1,0,0,1,0,3,27.0,1,29
0,2,0,1,1,1,3,8,28.0,0,20
1,2,2,1,1,1,3,10,34.0,1,29
1,2,2,1,1,1,3,10,34.0,1,29
0,2,2,1,1,1,3,10,31.0,0,29
1,2,2,0,1,1,3,10,26.0,2,29
1,2,0,1,1,1,1,7,39.0,1,29
0,2,2,1,1,1,3,10,36.0,0,29
1,1,1,0,1,1,3,10,25.0,0,29
0,2,2,1,1,1,2,7,38.0,1,28
1,0,1,1,1,1,0,4,33.0,1,3
1,2,1,0,1,1,2,7,39.0,1,29
1,1,0,0,0,1,3,10,19.0,0,29
0,1,1,0,0,1,3,9,35.0,1,29
1,2,1,0,0,1,3,10,38.0,1,29
1,2,0,0,0,1,2,5,42.0,1,29
1,1,1,0,0,1,0,9,30.0,1,25
1,1,0,1,1,1,2,7,39.0,1,8
0,2,2,0,0,1,3,6,53.0,1,29
1,2,0,0,0,1,1,6,35.0,1,29
1,2,1,0,0,1,2,6,24.0,0,3
1,2,0,0,1,1,3,3,29.0,2,29
1,2,1,0,0,1,3,7,40.0,0,12
1,1,1,0,0,1,0,9,27.0,1,7
1,1,1,0,0,1,3,0,39.0,1,3
0,0,1,0,0,1,1,8,24.0,1,29
1,1,1,1,1,1,3,10,25.0,0,29
0,0,0,0,0,1,1,3,45.0,1,28
1,2,2,0,0,1,3,7,37.0,1,29
1,0,1,0,0,0,1,8,22.0,1,29
1,2,2,1,1,1,3,6,35.0,0,29
0,0,0,0,1,1,3,5,50.0,1,29
1,2,2,1,1,1,3,6,45.0,1,29
0,1,0,0,0,1,3,1,49.0,1,28
0,1,1,0,0,1,1,7,40.0,1,28
1,2,2,0,0,1,1,5,38.0,0,21
0,2,2,1,1,1,2,7,37.0,1,29
1,0,0,1,1,1,2,6,28.0,0,29
1,2,2,0,0,1,0,1,25.0,1,29
0,2,1,1,0,1,0,2,19.0,1,2
0,2,1,1,0,1,0,6,31.0,1,2
0,2,2,1,0,1,3,5,30.0,1,2
0,2,0,0,0,1,3,6,29.0,1,2
1,2,1,0,1,1,3,3,32.0,1,2
1,2,0,1,1,1,3,9,27.0,1,29
1,2,1,0,1,1,2,5,27.0,0,29
1,2,1,1,1,1,3,2,47.0,2,29
1,0,1,0,0,0,1,9,30.0,0,29
0,1,0,0,0,1,3,5,45.0,1,29
1,0,1,0,0,1,1,6,26.0,0,29
1,2,1,0,0,1,3,5,32.0,0,29
1,2,2,0,1,1,3,10,43.0,0,29
0,0,0,1,0,1,3,7,51.0,2,29
0,2,2,0,1,1,2,7,30.0,1,29
1,0,1,0,0,1,1,4,48.0,2,29
1,2,1,0,0,1,3,7,28.0,0,29
1,1,1,0,1,1,3,6,26.0,0,29
0,1,1,0,0,0,1,1,45.0,1,29
1,2,2,0,0,1,1,6,37.0,1,5
1,2,2,1,1,1,3,9,42.0,0,28
1,0,1,0,1,1,3,5,34.0,1,29
0,2,1,0,1,1,3,8,28.0,1,17
1,2,2,1,1,1,1,6,34.0,0,29
1,0,1,0,0,1,3,7,41.0,1,29
0,2,0,1,1,1,3,8,38.0,2,29
1,2,2,1,1,1,1,0,42.0,0,29
1,0,0,1,1,1,3,5,21.0,1,29
1,2,2,1,0,1,3,8,46.0,1,29
0,2,2,0,0,1,2,2,25.0,1,28
1,1,1,1,1,1,3,5,27.0,2,8
1,0,2,0,1,1,3,9,47.0,0,29
1,2,0,0,0,1,3,0,24.0,1,29
1,2,2,1,1,1,3,10,40.0,1,29
1,2,1,0,0,1,1,10,37.0,1,29
1,0,2,0,0,1,0,6,38.0,1,29
1,0,2,0,0,0,1,3,47.0,1,29
1,2,2,1,1,1,3,7,30.0,0,29
0,1,1,1,1,1,2,2,24.0,0,29
0,2,2,1,1,1,3,7,38.0,0,29
1,2,2,1,1,1,3,10,42.0,1,3
1,0,0,0,0,1,2,0,42.0,1,29
0,2,0,1,1,1,3,10,47.0,1,29
1,2,1,0,0,1,1,3,29.0,1,23
1,2,0,0,0,1,1,4,55.0,1,29
1,2,2,0,1,1,1,3,45.0,1,13
0,0,2,0,0,1,1,2,46.0,1,28
0,2,2,0,1,1,2,5,23.0,0,10
0,1,1,0,0,1,2,8,22.0,0,29
1,2,0,0,0,1,3,8,42.0,0,29
1,2,1,1,1,1,1,10,26.0,0,2
1,1,1,0,0,1,1,5,31.0,0,29
1,2,2,1,1,1,3,10,24.0,0,29
0,2,2,0,0,1,2,3,26.0,1,29
1,0,1,0,1,1,2,0,34.0,1,29
1,2,0,1,1,1,3,9,44.0,0,29
1,2,2,1,1,1,3,8,38.0,1,22
0,0,1,0,0,1,3,1,45.0,1,29
1,2,2,0,0,1,1,9,27.0,0,10
1,0,1,0,0,0,2,5,30.0,0,29
0,2,2,0,1,1,2,4,32.0,1,2
1,2,2,0,0,1,1,2,39.0,0,10
1,2,2,1,1,1,3,9,34.0,1,29
1,2,2,0,0,1,1,7,27.0,1,29
1,2,0,0,0,1,2,8,28.0,1,28
1,0,1,0,0,0,3,10,34.0,1,29
1,2,2,0,1,1,3,5,22.0,2,11
1,2,2,0,0,1,1,5,36.0,1,29
1,2,1,1,1,1,3,9,30.0,1,29
0,2,2,0,0,1,1,8,58.0,1,29
0,0,1,0,1,1,0,8,40.0,1,19
0,2,2,1,1,1,3,8,33.0,0,29
1,2,2,0,0,1,2,3,30.0,0,29
0,2,2,1,0,1,2,7,44.0,1,29
1,2,0,1,1,1,3,10,30.0,1,29
0,2,2,0,0,1,3,9,39.0,1,29
1,2,1,0,0,1,0,5,48.0,1,10
0,0,1,0,0,1,2,2,26.0,1,29
0,0,2,0,0,1,2,8,28.0,0,8
1,2,0,0,0,1,2,8,36.0,1,29
1,0,1,0,0,1,1,5,37.0,1,3
1,2,0,1,1,1,3,9,42.0,1,29
1,2,1,0,1,1,0,5,31.0,1,2
0,0,0,0,0,1,1,7,22.0,1,25
1,0,1,0,1,1,3,9,40.0,1,25
1,2,2,0,0,1,1,6,50.0,1,29
1,2,2,1,1,1,3,8,29.0,0,3
0,1,1,0,0,1,2,4,33.0,0,3
1,0,2,1,0,1,1,6,27.0,0,29
1,2,0,0,1,1,3,7,36.0,1,29
0,2,2,0,1,1,2,5,33.0,0,29
1,2,2,1,1,1,1,7,42.0,1,3
1,0,0,1,1,1,2,8,31.0,1,28
0,2,2,0,1,1,2,8,35.0,0,18
0,2,2,0,0,1,2,5,46.0,1,29
1,2,0,1,1,1,3,9,54.0,0,29
1,0,1,0,0,0,2,5,32.0,1,29
1,2,2,0,0,1,2,7,26.0,0,29
0,2,1,0,0,1,1,9,30.0,1,8
1,2,1,1,1,1,3,4,44.0,1,29
1,1,0,0,1,1,1,10,37.0,1,29
1,2,1,0,0,1,0,7,29.0,0,2
1,2,1,0,1,1,1,6,39.0,1,29
1,0,0,1,1,1,3,8,20.0,1,25
1,0,0,0,0,1,0,7,44.0,1,29
1,2,2,0,0,1,1,10,22.0,0,29
1,0,2,0,0,0,1,0,31.0,0,29
0,2,2,0,0,1,3,9,59.0,1,29
0,2,1,0,0,1,3,10,48.0,0,29
1,2,1,0,0,1,1,0,23.0,1,8
0,2,1,0,0,1,1,5,27.0,1,29
1,0,1,0,0,1,2,2,53.0,0,29
0,0,0,0,0,1,1,3,62.0,1,29
1,2,0,0,1,1,2,9,32.0,1,29
1,1,1,1,1,1,3,10,42.0,1,19
1,1,0,1,0,1,3,10,45.0,1,29
1,1,0,1,1,1,1,8,29.0,0,25
1,1,1,1,1,1,2,10,47.0,1,19
0,2,2,0,0,1,3,7,32.0,0,29
0,2,1,0,1,1,1,8,26.0,1,29
0,1,1,1,1,1,3,9,34.0,1,8
1,2,1,0,1,1,1,7,45.0,1,29
1,2,2,0,1,1,1,5,21.0,0,29
1,2,0,1,1,1,2,7,24.0,0,29
1,2,2,0,1,1,1,5,26.0,0,11
0,2,2,1,1,1,3,9,42.0,0,29
